City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,piacabucu,-10.4056,-36.4344,22.84,88,63,3.75,BR,1694313226
291,grajewo,53.6473,22.4554,14.47,73,50,3.18,PL,1694313227
292,stanley,54.868,-1.6985,16.4,93,35,1.54,GB,1694312760
293,tocopilla,-22.092,-70.1979,19.76,57,12,0.8,CL,1694313228
294,masterton,-40.9597,175.6575,16.05,57,28,1.55,NZ,1694313228
295,kiunga,-6.1219,141.2906,26.3,95,93,1.52,PG,1694313228
296,touros,-5.1989,-35.4608,24.71,78,20,6.13,BR,1694313229
297,progreso,21.2833,-89.6667,29.06,87,2,4.71,MX,1694313229
298,mikhaylovka,50.06,43.2379,12.66,89,97,6.93,RU,1694313229
299,lazaro cardenas,17.9583,-102.2,26.37,84,95,1.43,MX,1694313230
300,khorinsk,52.1657,109.7726,13.65,47,6,4.3,RU,1694313230
301,kourou,5.1552,-52.6478,24.03,90,7,3.3,GF,1694313230
302,kruisfontein,-34.0033,24.7314,12.74,91,41,3.55,ZA,1694313230
303,semey,50.4111,80.2275,17.12,59,40,7.0,KZ,1694313231
304,bukama,-9.2,25.85,21.86,27,72,1.42,CD,1694313231
305,wladyslawowo,54.7909,18.4009,18.85,75,23,3.21,PL,1694313232
306,grand falls-windsor,48.9332,-55.6649,16.95,95,100,3.17,CA,1694313232
307,karratha,-20.7377,116.8463,29.15,29,87,3.62,AU,1694313232
308,naxos,37.1056,25.3764,24.06,77,1,8.05,GR,1694313233
309,al qubbah,32.7616,22.2424,19.62,90,45,9.0,LY,1694313233
310,labrador city,52.9463,-66.9114,8.95,93,40,3.6,CA,1694313014
311,panacan,9.2463,118.4082,29.8,71,71,3.8,PH,1694313234
312,mweka,-4.85,21.5667,20.92,97,100,0.51,CD,1694313234
313,westport,41.1415,-73.3579,25.99,88,75,2.06,US,1694313235
314,oranjestad,12.524,-70.027,28.97,87,20,6.69,AW,1694313051
315,christchurch,-43.5333,172.6333,20.74,47,74,5.14,NZ,1694313005
316,port lincoln,-34.7333,135.8667,15.41,63,41,5.89,AU,1694313237
317,victorica,-36.2151,-65.4359,14.95,49,100,3.44,AR,1694313237
318,kencong,-8.2833,113.3667,27.74,59,50,3.4,ID,1694313052
319,keflavik,64.0049,-22.5624,7.95,93,75,4.12,IS,1694313043
320,bel ombre,-4.6167,55.4167,26.91,78,75,7.72,SC,1694313238
321,kalifornsky,60.4183,-151.29,9.66,91,100,1.54,US,1694313238
322,mgandu,-5.95,34.1333,15.95,65,6,3.75,TZ,1694313238
323,hammerfest,70.6634,23.6821,19.25,68,40,3.6,NO,1694313239
324,belmonte,-15.8631,-38.8828,22.07,72,0,2.61,BR,1694313239
325,arraial do cabo,-22.9661,-42.0278,21.1,91,0,9.64,BR,1694313239
326,leeton,-34.5667,146.4,13.83,43,81,4.09,AU,1694313240
327,bulungu,-4.55,18.6,22.79,82,100,2.44,CD,1694313240
328,kulhudhuffushi,6.6221,73.07,27.68,79,100,4.52,MV,1694313240
329,mulayjah,27.271,48.4242,32.88,21,0,4.53,SA,1694313241
330,tinyahuarco,-10.75,-76.3,2.81,88,51,0.86,PE,1694313241
331,bonthe,7.5264,-12.505,25.05,86,100,2.84,SL,1694313242
332,karelichy,53.5653,26.1378,10.36,82,1,2.57,BY,1694313242
333,vernon,50.2581,-119.2691,24.96,46,1,0.51,CA,1694313013
334,auki,-8.7676,160.7034,28.02,69,100,2.74,SB,1694313243
335,turtas,58.9417,69.1325,12.71,77,83,3.04,RU,1694313243
336,xindian,36.7975,118.2944,28.64,61,100,3.23,CN,1694313244
337,katsuura,35.1333,140.3,28.14,80,95,3.95,JP,1694313244
338,tumbes,-3.5667,-80.4414,25.97,65,75,2.06,PE,1694313245
339,qaqortoq,60.7167,-46.0333,4.93,60,0,1.43,GL,1694312957
340,gandi,12.9636,5.7434,24.62,82,42,4.27,NG,1694313246
341,matam,15.6175,-13.3303,29.79,65,82,2.8,SN,1694313246
342,badger,64.8,-147.5333,19.95,43,20,5.14,US,1694313050
343,castanos,26.7833,-101.4167,28.11,37,0,3.77,MX,1694313247
344,mantua,45.1667,10.7833,20.03,86,0,1.03,IT,1694313247
345,nyandoma,61.669,40.1991,6.41,96,9,1.2,RU,1694313247
346,griffith,41.5284,-87.4237,17.72,81,0,2.06,US,1694313248
347,ocean shores,46.9737,-124.1563,19.69,89,0,1.79,US,1694313248
348,copala,16.65,-98.9833,26.34,83,98,1.48,MX,1694313248
349,kuraymah,18.55,31.85,34.07,30,10,3.4,SD,1694313249
350,sao vicente,-23.9631,-46.3919,25.15,26,100,0.46,BR,1694313099
351,el hadjira,32.6134,5.5126,29.14,31,21,2.99,DZ,1694313249
352,moissala,8.3404,17.7663,21.69,98,100,1.34,TD,1694313250
353,la'ie,21.6477,-157.9253,27.98,71,19,1.34,US,1694313250
354,signal mountain,35.1226,-85.3438,20.92,89,40,0.0,US,1694313250
355,sitangkai,4.6628,119.3928,28.51,74,9,5.9,PH,1694313251
356,lebu,-37.6167,-73.65,11.56,94,100,5.39,CL,1694313251
357,arica,-18.475,-70.3042,19.13,72,100,3.09,CL,1694313253
358,punta cana,18.5818,-68.4043,27.87,89,40,3.09,DO,1694313044
359,prince rupert,54.3161,-130.3201,18.05,64,0,4.12,CA,1694312757
360,ichinohe,40.2069,141.3017,30.3,61,50,0.52,JP,1694313254
361,egilsstadir,65.2653,-14.3948,5.44,94,100,3.01,IS,1694313022
362,uturoa,-16.7333,-151.4333,25.75,78,6,0.99,PF,1694313053
363,ola,59.5833,151.2833,8.97,72,43,8.93,RU,1694313255
364,bataipora,-22.2953,-53.2711,20.09,85,7,2.21,BR,1694313256
365,gueret,46.1667,1.8667,18.02,51,60,1.39,FR,1694313256
366,kuching,1.55,110.3333,30.12,79,20,2.57,MY,1694313257
367,sinabang,2.4803,96.3801,25.95,82,100,2.62,ID,1694313257
368,iskateley,67.6803,53.1512,9.26,80,94,5.47,RU,1694313257
369,xiaoshi,41.2971,124.1209,20.99,82,100,0.54,CN,1694313258
370,fort mcmurray,56.7268,-111.381,16.77,55,0,2.57,CA,1694313015
371,sokoni,-6.4333,39.55,24.52,81,14,4.5,TZ,1694313258
372,santana,-0.0583,-51.1817,29.1,74,40,5.66,BR,1694313259
373,kokopo,-4.352,152.2633,29.59,64,41,5.62,PG,1694313260
374,ostersund,63.1792,14.6357,13.25,94,33,2.57,SE,1694313261
375,wewak,-3.5534,143.6268,28.65,74,100,3.52,PG,1694313261
376,san patricio,28.017,-97.5169,30.92,78,97,12.18,US,1694313261
377,funafuti,-8.5243,179.1942,31.0,79,75,0.0,TV,1694313261
378,manokwari,-0.8667,134.0833,24.09,93,100,1.65,ID,1694313262
379,al harithah,30.7186,47.7208,33.65,16,0,4.75,IQ,1694313263
380,howrah,22.5892,88.3103,31.0,84,40,1.54,IN,1694313264
381,salair,54.2312,85.7972,14.29,61,50,1.99,RU,1694313264
382,kingscliff,-28.2667,153.5667,19.89,45,100,5.66,AU,1694313265
383,trondheim,63.4305,10.3951,16.07,94,100,1.89,NO,1694313265
384,constantia,44.1833,28.65,18.38,63,25,6.56,RO,1694313246
385,forster,-32.1667,152.5167,17.99,58,66,4.69,AU,1694313265
386,rio pardo,-29.9897,-52.3781,11.98,97,57,2.42,BR,1694313266
387,kone,-21.0595,164.8658,24.93,57,44,2.82,NC,1694313266
388,novaya igirma,57.1334,103.9112,10.04,57,70,1.74,RU,1694313266
389,kuju,23.7167,85.5,27.41,77,84,1.21,IN,1694313267
390,omdurman,15.6445,32.4777,32.6,44,7,3.72,SD,1694313267
391,beau vallon,-20.4189,57.6953,23.13,73,40,3.6,MU,1694313267
392,pikalevo,59.5183,34.1664,7.32,95,2,1.25,RU,1694313268
393,sogndal,61.2283,7.1003,19.21,77,100,0.0,NO,1694313268
394,prado,-17.3411,-39.2208,22.13,73,0,3.42,BR,1694313268
395,luau,-10.7073,22.2247,19.3,27,5,1.99,AO,1694313269
396,richmond,37.5538,-77.4603,20.93,95,75,1.54,US,1694313138
397,balod,20.73,81.2047,24.45,94,100,2.75,IN,1694313269
398,shiguai,40.7058,110.2856,23.23,44,0,3.78,CN,1694313269
399,tamanrasset,22.785,5.5228,23.95,64,100,6.17,DZ,1694313270
400,canatlan,24.5167,-104.7833,20.23,38,20,3.37,MX,1694313270
401,mont-dore,-22.2833,166.5833,26.99,61,58,5.49,NC,1694313270
402,conduaga,8.862,117.4893,30.63,65,80,3.67,PH,1694313272
403,dzagam,40.9033,45.8856,18.85,74,84,2.97,AZ,1694313273
404,arar,30.9753,41.0381,29.01,13,20,1.54,SA,1694313273
405,beius,46.6667,22.35,17.29,58,23,1.94,RO,1694313274
406,kiboga,0.9161,31.7742,16.74,98,58,0.82,UG,1694313274
407,great falls,47.5002,-111.3008,17.25,55,20,3.09,US,1694313274
408,mongagua,-24.0931,-46.6208,23.7,82,100,1.44,BR,1694313275
409,rumbek,6.802,29.6912,21.22,98,95,2.26,SS,1694313005
410,kilju,40.9642,129.3278,24.19,70,100,2.2,KP,1694313275
411,crucecita,-28.95,-58.9833,14.64,96,24,2.96,AR,1694313276
412,kudahuvadhoo,2.6708,72.8944,28.4,72,45,3.87,MV,1694313276
413,virginia,37.5481,-77.4467,20.99,95,75,1.54,US,1694313009
414,arkhangel'sk,64.5401,40.5433,8.9,93,12,2.28,RU,1694313277
415,ponta delgada,37.7333,-25.6667,18.4,77,20,2.57,PT,1694313277
416,happy valley-goose bay,53.3168,-60.3315,9.17,93,100,3.09,CA,1694313277
417,tahmoor,-34.2167,150.5833,17.83,40,2,0.75,AU,1694313278
418,smara,26.7384,-11.6719,22.42,64,6,3.84,EH,1694313278
419,newport,51.5877,-2.9984,21.96,88,60,3.03,GB,1694313278
420,kismayo,-0.3582,42.5454,24.62,84,19,5.77,SO,1694313279
421,nanpiao,41.0982,120.7479,21.52,81,89,1.44,CN,1694313279
422,celestun,20.8667,-90.4,26.38,85,6,4.88,MX,1694313279
423,polyarnyy,69.1989,33.4478,13.8,87,30,7.02,RU,1694313199
424,sitia,35.2,26.0986,24.99,74,0,6.27,GR,1694313280
425,oyama,36.3,139.8,31.99,53,90,2.39,JP,1694313280
426,mahina,-17.5065,-149.489,26.87,61,75,6.69,PF,1694313280
427,magadan,59.5667,150.8,8.63,74,14,7.81,RU,1694313281
428,santa marta,11.2408,-74.199,29.38,71,75,2.06,CO,1694313281
429,iznik,40.4286,29.7211,13.88,84,6,1.49,TR,1694313281
430,la palma,33.8464,-118.0467,33.34,52,20,4.63,US,1694313071
431,sept-iles,50.2001,-66.3821,13.36,98,100,1.03,CA,1694313105
432,emerald,-23.5333,148.1667,25.68,14,0,5.6,AU,1694313282
433,'ain benian,36.8028,2.9219,20.03,78,70,4.38,DZ,1694313282
434,lompoc,34.6391,-120.4579,24.45,85,40,4.92,US,1694313048
435,mau,25.95,83.55,28.25,81,100,2.37,IN,1694313283
436,markovo,57.3206,107.0881,9.14,66,91,1.68,RU,1694313283
437,benguela,-12.5763,13.4055,20.2,82,43,0.27,AO,1694313283
438,houghton,47.1219,-88.569,14.8,90,100,2.06,US,1694313094
439,kerema,-7.9631,145.7785,27.47,81,100,3.8,PG,1694313284
440,zhanibek,49.4167,46.85,10.03,69,88,4.22,KZ,1694313285
441,labuan bajo,-8.4964,119.8877,29.34,59,55,2.54,ID,1694313285
442,pierre,44.3683,-100.351,19.92,66,100,4.12,US,1694313152
443,ghanzi,-21.5667,21.7833,19.92,21,0,4.46,BW,1694313286
444,gostovici,44.415,18.1583,9.49,62,2,1.78,BA,1694313289
445,kidal,18.4411,1.4078,31.57,37,70,4.19,ML,1694313289
446,paradip garh,20.3167,86.6167,30.27,74,70,4.51,IN,1694313290
447,banatski karlovac,45.0472,21.0161,15.89,59,13,1.86,RS,1694313290
448,hithadhoo,-0.6,73.0833,28.2,76,5,4.71,MV,1694313290
449,novyy urengoy,66.0833,76.6333,9.76,87,100,3.45,RU,1694313292
450,brisas de zicatela,15.8369,-97.0419,28.29,61,75,1.54,MX,1694313292
451,buala,-8.145,159.5921,26.37,79,100,4.27,SB,1694313292
452,magong,23.5654,119.5863,26.52,82,100,6.5,TW,1694313292
453,carutapera,-1.195,-46.02,26.29,84,17,4.39,BR,1694313293
454,tobelo,1.7284,128.0095,28.56,71,100,2.37,ID,1694313293
455,eaglehawk,-36.7333,144.25,12.97,62,100,3.85,AU,1694313293
456,saint-philippe,-21.3585,55.7679,20.77,70,14,3.19,RE,1694313294
457,korsakov,46.6328,142.7813,19.91,76,100,1.36,RU,1694313136
458,alupka,44.4167,34.05,14.82,67,2,5.67,UA,1694313294
459,huntsville,34.7304,-86.5861,22.89,83,0,1.79,US,1694313065
460,sligo,54.2697,-8.4694,15.33,94,100,0.73,IE,1694313295
461,luderitz,-26.6481,15.1594,12.1,90,2,0.68,NA,1694313295
462,uporovo,56.3109,66.2693,11.65,90,100,5.55,RU,1694313296
463,senanga,-16.1167,23.2667,16.51,31,0,2.41,ZM,1694313296
464,barranca,-10.75,-77.7667,18.38,85,28,3.83,PE,1694313278
465,deridder,30.8463,-93.289,27.21,57,0,2.57,US,1694313297
466,bathsheba,13.2167,-59.5167,29.34,79,20,2.57,BB,1694313297
467,fauske,67.2588,15.3918,14.41,97,100,2.32,NO,1694313297
468,saudarkrokur,65.7461,-19.6394,5.19,91,98,1.99,IS,1694313298
469,portsmouth,50.799,-1.0913,19.73,91,64,2.23,GB,1694313142
470,baiti,13.745,-14.7482,24.19,96,100,2.19,SN,1694313298
471,saint-francois,46.4154,3.9054,14.82,88,0,0.51,FR,1694313299
472,bryne,58.7354,5.6477,17.75,94,100,2.57,NO,1694313299
473,talcahuano,-36.7167,-73.1167,12.82,100,100,3.6,CL,1694313299
474,victoria falls,-17.9235,25.843,17.27,35,0,1.92,ZW,1694313299
475,mocorito,25.4833,-107.9167,32.34,76,0,1.41,MX,1694313300
476,gangarampur,25.4,88.5167,30.45,72,75,2.29,IN,1694313300
477,jumla,29.2747,82.1838,16.79,95,100,1.2,NP,1694313301
478,balnearia,-31.0088,-62.6673,15.28,44,100,4.87,AR,1694313301
479,vakarai,55.6035,23.8213,13.29,80,76,3.05,LT,1694313302
480,puerto quijarro,-17.7833,-57.7667,25.29,69,93,1.09,BO,1694313302
481,treasure island,27.7692,-82.769,28.39,82,0,1.54,US,1694313303
482,vadso,70.0744,29.7487,17.09,77,60,8.75,NO,1694313303
483,north elba,44.2434,-73.9543,16.78,93,100,0.87,US,1694313303
484,xinyuan,37.3,99.0,12.66,48,100,1.87,CN,1694313304
485,barra de santo antonio,-9.4047,-35.5072,22.6,88,40,3.8,BR,1694313304
486,ulsteinvik,62.3432,5.8487,17.73,92,100,4.02,NO,1694313304
487,tomohon,1.3346,124.8392,29.52,50,73,1.67,ID,1694313305
488,lorengau,-2.0226,147.2712,29.24,70,94,4.75,PG,1694313305
489,bridlington,54.0831,-0.1919,19.38,88,19,1.34,GB,1694313305
490,macapa,0.0389,-51.0664,28.99,74,40,5.66,BR,1694313306
491,preobrazheniye,42.9019,133.9064,21.58,79,100,3.14,RU,1694313306
492,mersing,2.4312,103.8405,27.95,83,20,2.06,MY,1694313306
493,pokachi,61.7198,75.3683,12.62,76,78,4.25,RU,1694313307
494,yeniseysk,58.4497,92.1703,8.3,76,44,0.89,RU,1694313199
495,port moresby,-9.4431,147.1797,30.68,58,40,10.29,PG,1694313149
496,chos malal,-37.3781,-70.2709,7.55,82,80,3.48,AR,1694313307
497,margate,51.3813,1.3862,21.84,94,43,0.89,GB,1694313052
498,chifeng,42.2683,118.9636,23.82,55,0,2.42,CN,1694313308
499,cholpon-ata,42.6494,77.0823,14.03,57,100,1.32,KG,1694313302
500,grand-bassam,5.2118,-3.7388,24.98,91,100,1.74,CI,1694313309
501,usogorsk,63.4106,48.6872,9.76,92,5,0.93,RU,1694313309
502,san pedro,14.35,121.0167,31.81,69,20,2.06,PH,1694313040
503,bardai,11.65,7.2333,20.33,87,88,4.56,NG,1694313309
504,darwin,-12.4611,130.8418,33.86,33,20,6.71,AU,1694313310
505,phon charoen,18.0333,103.1667,28.93,83,100,1.77,TH,1694313311
506,rio rico,31.4715,-110.9765,32.81,28,0,1.67,US,1694313311
507,lower hutt,-41.2167,174.9167,17.13,69,2,6.17,NZ,1694313311
508,hyesan-dong,41.3976,128.1787,22.71,58,100,1.19,KP,1694313311
509,rosetta,31.4044,30.4164,24.77,68,0,2.67,EG,1694313312
510,baihe,22.15,107.2333,29.52,71,72,1.99,CN,1694313312
511,lamar,33.6668,-95.5836,25.95,74,0,2.06,US,1694313313
512,saldanha,-33.0117,17.9442,13.03,83,32,7.43,ZA,1694313313
513,enoch,37.7733,-113.0244,22.14,48,0,6.17,US,1694313313
514,gunjur,13.2019,-16.7339,23.04,94,75,6.69,GM,1694313313
515,uribia,11.7139,-72.266,29.77,64,100,6.12,CO,1694313314
516,farasan,16.7022,42.1183,31.29,71,29,2.41,SA,1694313314
517,sao jose do belmonte,-7.8614,-38.7597,20.7,73,7,5.26,BR,1694313314
518,nadym,65.5333,72.5167,11.3,77,98,2.74,RU,1694313315
519,hotan,37.0997,79.9269,28.38,13,25,2.05,CN,1694313315
520,kununurra,-15.7667,128.7333,31.99,17,22,4.12,AU,1694313316
521,mashhad,36.297,59.6062,23.08,56,0,6.17,IR,1694313316
522,lillehammer,61.1146,10.4674,13.88,98,91,0.7,NO,1694313316
523,portage la prairie,49.9728,-98.2926,14.5,55,7,2.97,CA,1694313317
524,kapuskasing,49.4169,-82.4331,13.05,88,20,1.54,CA,1694312956
525,hokuto,41.8848,140.639,26.01,83,40,3.09,JP,1694313317
526,chinde,26.8418,88.0763,21.93,77,64,0.68,NP,1694313318
527,hami,42.8,93.45,26.06,19,90,5.51,CN,1694313318
528,nuuk,64.1835,-51.7216,4.34,81,0,4.12,GL,1694313318
529,sisimiut,66.9395,-53.6735,3.84,71,8,3.66,GL,1694313318
530,nar'yan-mar,67.6713,53.087,9.32,80,94,5.46,RU,1694313197
531,rayon,19.1444,-99.5836,15.93,87,23,2.0,MX,1694313319
532,hitoyoshi,32.2167,130.75,29.9,63,16,0.99,JP,1694313319
533,martuk,50.7475,56.5056,12.26,56,94,2.11,KZ,1694313320
534,antalaha,-14.9003,50.2788,19.22,79,22,2.69,MG,1694313320
535,tenenkou,14.4572,-4.9169,28.23,64,95,3.92,ML,1694313320
536,aykhal,66.0,111.5,4.42,53,99,4.02,RU,1694313321
537,kill devil hills,36.0307,-75.676,26.1,89,0,0.0,US,1694313184
538,sogamoso,5.7143,-72.9339,11.5,91,81,1.38,CO,1694313322
539,ilebo,-4.3167,20.5833,22.42,94,100,0.28,CD,1694313322
540,rabigh,22.7986,39.0349,29.92,77,29,2.05,SA,1694313323
541,quthing,-30.4,27.7003,14.46,23,1,1.6,LS,1694313323
542,balcarce,-37.8462,-58.2552,13.55,73,100,2.24,AR,1694313323
543,black forest,39.0131,-104.7008,20.52,36,0,3.09,US,1694313324
544,mili,6.0815,171.735,28.66,72,100,3.27,MH,1694313324
545,north platte,41.1239,-100.7654,19.48,76,0,6.26,US,1694313324
546,bakanas,44.8081,76.2772,23.59,26,100,2.92,KZ,1694313325
547,hoopstad,-27.8327,25.9083,15.57,28,0,2.84,ZA,1694313325
548,tralee,52.2704,-9.7026,17.12,95,71,1.03,IE,1694313325
549,paita,-5.0892,-81.1144,19.53,84,75,4.28,PE,1694313325
550,ixtlahuacan del rio,20.8667,-103.25,20.92,45,60,1.58,MX,1694313326
551,papantla de olarte,20.45,-97.3167,24.39,86,8,1.01,MX,1694313326
552,yarmouth,41.7057,-70.2286,23.9,95,75,2.24,US,1694313327
553,xanthi,41.1414,24.8836,17.27,36,0,3.72,GR,1694313328
554,veselyy,47.0934,40.7422,8.08,66,11,3.65,RU,1694313328
555,notodden,59.5594,9.2585,16.53,91,61,1.16,NO,1694313329
556,maceio,-9.6658,-35.7353,22.69,100,100,0.51,BR,1694313033
557,papao,-17.75,-149.55,26.82,78,52,5.09,PF,1694313330
558,tarauaca,-8.1614,-70.7656,28.08,47,95,0.74,BR,1694313330
559,kolondieba,11.0882,-6.8926,22.19,97,93,1.42,ML,1694313331
560,fang,19.9169,99.2145,26.82,85,100,0.68,TH,1694313331
561,esfarayen,37.0765,57.5101,14.81,44,0,1.3,IR,1694313331
562,narrabri,-30.3167,149.7833,19.73,28,0,0.89,AU,1694313332
563,alesd,47.0667,22.4167,14.23,57,55,1.66,RO,1694313078
564,hinthada,17.6333,95.4667,25.97,91,100,0.54,MM,1694313333
565,san luis de la loma,17.2706,-100.8939,27.1,84,99,1.58,MX,1694313334
566,takoradi,4.8845,-1.7554,23.85,93,43,1.2,GH,1694313334
567,colac,-38.3333,143.5833,12.32,63,100,3.54,AU,1694313334
568,santa cruz,-17.8,-63.1667,21.7,83,2,1.54,BO,1694313215
569,uliastay,47.7417,96.8444,9.64,43,6,1.7,MN,1694313335
570,templin,53.1186,13.5022,20.1,64,33,0.95,DE,1694313335
571,mccook,40.2019,-100.6257,19.03,87,40,7.72,US,1694313335
572,xilin hot,43.9667,116.0333,25.67,35,83,6.68,CN,1694313336
573,acarau,-2.8856,-40.12,25.72,85,92,8.77,BR,1694313336
574,portland,45.5234,-122.6762,29.33,45,20,3.09,US,1694313283
575,weno,7.4515,151.8468,31.97,74,75,4.63,FM,1694313030
576,binhe,32.6883,112.8275,27.1,73,100,3.87,CN,1694313339
577,alaghsas,17.0187,8.0168,29.79,39,97,2.64,NE,1694313339
578,lokoja,7.8024,6.743,22.92,97,96,0.94,NG,1694313340
579,namtsy,62.7161,129.6658,2.81,97,100,3.56,RU,1694313340
580,sittwe,20.15,92.9,28.48,80,63,1.32,MM,1694313340
581,muravlenko,63.7898,74.523,10.93,81,96,2.68,RU,1694313340
582,orangeville,43.9168,-80.0997,17.46,78,100,2.11,CA,1694313296
583,nkoteng,4.5167,12.0333,20.37,95,97,1.59,CM,1694313341
584,el nido,11.1858,119.3956,29.2,72,84,1.07,PH,1694313341
585,nizhnyaya poyma,56.1622,97.1933,9.77,80,78,1.35,RU,1694313342
